Pitcher Name,Pitch Type,PitcherThrows,RelSpeed,SpinRate,RelHeight,RelSide,Vertical Approach Angle (°),Extension,InducedVertBreak,Horizontal Break (in),ABS_Horizontal,ABS_RelSide,differential_break,Stuff+
"Glenchur, Paul",Fastball,Right,82.55,2169.25,5.99,0.93,-6.89,5.81,6.55,-0.88,0.88,0.93,5.67,67.41660202644303
"Glenn, Najir",ChangeUp,Left,80.59,1948.26,5.42,-3.14,-6.25,6.09,10.58,-14.18,14.18,3.14,3.5999999999999996,67.74269463609645
"Glenn, Najir",Curveball,Left,76.53,2655.31,5.54,-3.58,-8.35,5.55,-2.79,21.15,21.15,3.58,23.939999999999998,68.40063228255856
"Glenn, Najir",Cutter,Left,74.81,2570.12,5.51,-3.3,-8.66,5.8,-0.43,14.13,14.13,3.3,14.56,31.928676357306628
"Glenn, Najir",Fastball,Left,85.85,2090.46,5.53,-3.24,-5.81,6.08,12.74,-14.81,14.81,3.24,2.0700000000000003,67.16460423240721
"Glenn, Najir",Sinker,Left,88.89,1932.84,5.07,2.62,-5.47,5.17,7.07,16.46,16.46,2.62,9.39,91.95465973015149
"Glenn, Najir",Slider,Left,74.56,2554.71,5.53,-3.29,-8.36,5.44,-2.84,16.73,16.73,3.29,19.57,28.187281938049207
"Glenos, Danny",Fastball,Right,92.52,1935.04,5.9,0.95,-4.57,6.37,14.83,11.18,11.18,0.95,3.6500000000000004,76.9645118608674
"Glenos, Danny",Slider,Right,83.3,1790.81,5.7,1.08,-6.96,6.27,1.91,-2.04,2.04,1.08,0.13000000000000012,63.48636238463558
"Glover, Lucas",ChangeUp,Right,82.79,1847.22,6.45,2.35,-7.44,6.73,11.71,14.0,14.0,2.35,2.289999999999999,61.45992431714159
"Glover, Lucas",Cutter,Right,81.62,2194.37,6.62,2.29,-8.87,5.87,3.45,-6.58,6.58,2.29,3.13,72.23063749286432
"Glover, Lucas",Fastball,Right,90.72,2192.64,6.52,2.01,-5.57,6.43,17.61,10.35,10.35,2.01,7.26,94.63005572945607
"Glover, Lucas",Slider,Right,81.23,2149.2,6.23,2.2,-8.21,5.84,3.68,-3.73,3.73,2.2,0.04999999999999982,73.91481985237849
"Glover, Lucas",Splitter,Right,82.85,2207.27,6.27,2.46,-9.39,6.13,3.16,-0.46,0.46,2.46,2.7,
"Glover, Lucas",Undefined,Right,,,,,,,,,,,,
"Gobel, Matthew",FourSeamFastBall,Right,88.78,2359.17,5.54,2.13,-4.85,5.65,9.2,3.61,3.61,2.13,5.59,
"Gobel, Matthew",Sinker,Right,90.41,2298.01,5.48,2.08,-6.05,5.56,6.22,12.24,12.24,2.08,6.0200000000000005,94.48755016223528
"Gobel, Matthew",Slider,Right,81.6,2724.77,5.3,2.37,-7.05,5.26,5.41,-13.86,13.86,2.37,8.45,140.79394914521836
"Gobel, Matthew",TwoSeamFastBall,Right,88.52,2211.2,5.5,2.11,-4.26,5.65,11.61,7.3,7.3,2.11,4.31,
"Goble, Jake",ChangeUp,Right,84.42,2072.67,6.1,0.89,-7.43,5.45,7.26,4.3,4.3,0.89,2.96,69.36089626468144
"Goble, Jake",Curveball,Right,83.08,2532.68,6.31,0.86,-7.59,5.43,3.91,0.19,0.19,0.86,3.72,134.61480707562424
"Goble, Jake",Cutter,Right,84.67,2497.58,6.16,0.82,-8.04,5.36,4.73,3.99,3.99,0.82,0.7400000000000002,74.67933326837561
"Goble, Jake",Fastball,Right,90.72,2319.77,6.28,0.77,-6.48,5.86,11.4,11.34,11.34,0.77,0.0600000000000005,117.74911075233653
"Goble, Jake",Slider,Right,83.89,2577.68,6.16,0.88,-7.72,5.32,2.39,-2.88,2.88,0.88,0.48999999999999977,93.44895030574195
"Goble, Jake",TwoSeamFastBall,Right,89.47,2219.96,6.54,0.8,-6.42,5.86,12.21,18.17,18.17,0.8,5.960000000000001,
"Goble, Jake",Undefined,Right,87.3,2428.66,6.03,1.11,-7.05,5.35,6.89,4.16,4.16,1.11,2.7299999999999995,
"Goddard, Chase",ChangeUp,Right,70.72,1230.5,4.96,2.47,-8.39,5.66,1.85,10.37,10.37,2.47,8.52,83.58452626277194
"Goddard, Chase",Fastball,Right,79.71,1946.18,4.94,2.45,-6.38,5.37,8.77,20.89,20.89,2.45,12.120000000000001,58.98197665754425
"Goddard, Chase",Slider,Right,72.97,1392.97,4.84,2.39,-8.43,5.67,1.6,8.88,8.88,2.39,7.280000000000001,44.13466565179932
"Godfrey, Colin",ChangeUp,Right,76.5,1812.59,6.23,1.54,-9.48,5.01,14.29,8.07,8.07,1.54,6.219999999999999,84.85184960927113
"Godfrey, Colin",Curveball,Right,73.28,2042.13,6.33,1.39,-10.18,4.74,-4.57,0.31,0.31,1.39,4.88,62.57504148119689
"Godfrey, Colin",Fastball,Right,86.67,2058.43,6.43,1.4,-6.62,4.95,17.11,10.33,10.33,1.4,6.779999999999999,78.95403672500542
"Godfrey, Colin",Slider,Right,77.85,2076.15,6.2,1.67,-9.23,4.75,1.67,-0.52,0.52,1.67,1.15,71.43437615065784
"Godfrey, Colin",Undefined,Right,,,,,,,,,,,,
"Godfrey, Kade",Curveball,Right,71.84,2545.91,5.66,2.03,-8.9,4.9,3.87,-14.28,14.28,2.03,10.41,74.450893414828
"Godfrey, Kade",Fastball,Right,79.83,2255.61,5.6,2.08,-6.58,5.29,9.75,0.84,0.84,2.08,8.91,107.79733275496667
"Godfrey, Kade",Slider,Right,73.07,2588.19,5.58,2.11,-8.83,4.88,-1.25,-11.94,11.94,2.11,13.19,42.22500957210038
"Godfrey, Kade",Undefined,Right,83.67,2260.08,5.65,2.32,-5.18,5.16,9.33,0.89,0.89,2.32,8.44,
"Godoy, Joe",ChangeUp,Right,84.2,1597.87,5.46,1.57,-6.62,5.71,11.33,10.66,10.66,1.57,0.6699999999999999,75.36929866001704
"Godoy, Joe",Fastball,Right,90.3,2262.46,5.74,1.34,-5.28,5.55,17.9,6.11,6.11,1.34,11.79,125.52907730863532
"Godoy, Joe",Slider,Right,80.89,2448.14,5.54,1.71,-7.82,5.07,-0.86,-5.52,5.52,1.71,6.38,56.809639509781626
"Goff, Dylan",ChangeUp,Right,79.54,1917.61,5.51,1.57,-7.38,6.32,14.21,15.52,15.52,1.57,1.3099999999999987,65.02054195771436
"Goff, Dylan",Fastball,Right,88.46,2242.4,5.56,1.46,-5.43,6.77,17.41,9.16,9.16,1.46,8.25,102.22985437038892
"Goff, Dylan",Slider,Right,76.88,2241.44,5.51,1.46,-8.21,6.04,1.08,-12.45,12.45,1.46,11.37,64.5626878363542
"Goforth, Trace",Undefined,Right,83.8,2180.61,5.54,0.25,-6.27,6.07,10.3,-1.0,1.0,0.25,9.3,
"Gohlke, Vincent",ChangeUp,Left,80.32,2003.07,5.33,-1.31,-7.03,6.42,8.51,-7.64,7.64,1.31,0.8700000000000001,77.81915335606712
"Gohlke, Vincent",Fastball,Left,84.88,2138.48,5.55,-0.9,-5.66,6.52,14.19,-6.97,6.97,0.9,7.22,72.962031631208
"Gohlke, Vincent",Slider,Left,76.74,2349.11,5.35,-1.25,-7.94,6.02,3.33,4.09,4.09,1.25,0.7599999999999998,53.47640334539181
"Gohlke, Vincent",TwoSeamFastBall,Left,84.18,2164.05,5.47,-1.21,-5.72,6.54,12.57,-11.04,11.04,1.21,1.5300000000000011,
"Gold, Ryan",ChangeUp,Left,77.49,1939.56,6.06,-3.03,-9.03,5.43,5.93,-14.93,14.93,3.03,9.0,97.92459184042491
"Gold, Ryan",Cutter,Left,82.3,2060.6,6.05,-3.25,-7.39,5.66,7.37,0.26,0.26,3.25,7.11,88.99992861686088
"Gold, Ryan",Fastball,Left,88.74,2186.12,6.05,-3.01,-5.35,5.67,17.2,-13.38,13.38,3.01,3.8199999999999985,85.38233746958909
"Goldberg, Will",ChangeUp,Left,80.67,2220.27,6.27,-1.63,-7.24,5.57,7.25,3.52,3.52,1.63,3.73,79.06967909909255
"Goldberg, Will",Curveball,Left,74.12,2494.99,6.23,-1.5,-10.74,5.21,-16.49,9.84,9.84,1.5,26.33,95.72081484521044
"Goldberg, Will",Fastball,Left,84.48,2194.47,6.31,-1.44,-6.79,5.92,13.88,-3.86,3.86,1.44,10.020000000000001,67.08663640636922
"Goldberg, Will",FourSeamFastBall,Left,86.37,2148.78,6.26,-1.1,-6.13,6.34,12.21,-1.57,1.57,1.1,10.64,
"Goldberg, Will",Other,Left,83.41,2137.17,6.36,-1.29,-6.63,5.87,14.51,-3.26,3.26,1.29,11.25,
"Goldberg, Will",Slider,Left,80.01,2199.01,6.33,-1.4,-7.96,5.87,2.6,3.55,3.55,1.4,0.9499999999999997,68.95192089648279
"Goldberg, Will",TwoSeamFastBall,Left,86.16,2138.61,6.36,-1.25,-6.2,6.28,13.57,-8.14,8.14,1.25,5.43,
"Goldblum, Jason",Fastball,Right,86.95,2128.71,5.67,0.82,-4.86,5.22,16.82,8.15,8.15,0.82,8.67,65.28555718276066
"Goldblum, Jason",Slider,Right,78.2,2581.48,5.51,0.98,-9.59,4.77,-3.82,-10.11,10.11,0.98,13.93,83.0094652095405
"Goldblum, Jason",Undefined,Right,,,,,,,,,,,,
"Golden, Chase",ChangeUp,Right,81.85,1796.55,5.52,2.08,-7.39,5.4,9.82,17.04,17.04,2.08,7.219999999999999,54.534866164574005
"Golden, Chase",Curveball,Right,78.81,2227.29,5.64,1.93,-8.34,4.66,-1.57,-9.59,9.59,1.93,11.16,111.57338141726218
"Golden, Chase",Fastball,Right,86.78,2043.47,5.79,1.74,-5.65,5.34,14.1,13.77,13.77,1.74,0.33000000000000007,64.92887036722284
"Golden, Chase",Other,Right,,,,,,,,,,,,
"Golden, Chase",Sinker,Right,79.39,2249.84,5.57,2.03,-8.19,4.55,-5.03,-12.47,12.47,2.03,17.5,90.76258611552423
"Golden, Chase",Slider,Right,78.12,2208.3,5.66,2.01,-8.6,4.89,-2.39,-8.28,8.28,2.01,10.67,71.7623999807957
"Golden, Trevor",Curveball,Right,65.55,1902.11,5.72,-2.2,-9.12,5.7,3.66,13.1,13.1,2.2,9.44,72.19436851029573
"Golden, Trevor",Fastball,Right,80.94,2074.82,5.84,-2.28,-5.92,6.08,15.73,-9.58,9.58,2.28,6.15,56.6746133541666
"Goldmann, Jordan",ChangeUp,Right,79.68,1715.42,5.88,2.22,-7.16,5.56,7.63,11.24,11.24,2.22,3.6100000000000003,76.6210532407784
"Goldmann, Jordan",Fastball,Right,85.38,2035.34,5.9,2.19,-6.35,5.57,8.81,13.52,13.52,2.19,4.709999999999999,70.90950821886535
"Goldmann, Jordan",Slider,Right,78.84,1999.37,5.87,2.19,-7.74,5.53,5.38,-0.83,0.83,2.19,4.55,62.666241090327226
"Goldschlag, Ross",ChangeUp,Right,78.89,1931.04,6.08,0.65,-7.56,5.58,7.16,-4.07,4.07,0.65,3.09,69.44962369963571
"Goldschlag, Ross",Curveball,Right,75.67,1912.84,6.02,0.73,-7.27,5.36,3.57,-10.73,10.73,0.73,7.16,90.6464480212406
"Goldschlag, Ross",Fastball,Right,81.73,1948.16,6.02,0.65,-7.19,5.92,8.93,2.02,2.02,0.65,6.91,73.83484358918115
"Goldschlag, Ross",Slider,Right,78.85,1967.66,6.02,0.66,-8.02,5.64,5.49,-6.52,6.52,0.66,1.0299999999999994,83.53087409685209
"Goldstein, Charlie",ChangeUp,Left,79.64,2344.2,6.23,-0.89,-8.28,4.96,8.27,-18.22,18.22,0.89,9.95,77.51171571817731
"Goldstein, Charlie",Curveball,Left,76.14,2464.93,6.32,-0.81,-10.83,4.29,-15.2,7.83,7.83,0.81,23.03,64.59157252970274
"Goldstein, Charlie",Fastball,Left,90.06,2269.21,6.33,-0.7,-5.54,4.83,17.43,-14.33,14.33,0.7,3.0999999999999996,42.92763808017776
"Goldstein, Charlie",Sinker,Left,90.72,2271.77,6.23,-0.74,-5.58,5.01,15.06,-16.29,16.29,0.74,1.2299999999999986,70.85391647417792
"Goldstein, Charlie",Slider,Left,80.18,2412.92,6.18,-0.97,-8.06,4.41,0.97,4.01,4.01,0.97,3.04,76.07688935568271
"Goldstein, Charlie",Undefined,Left,,,,,,,,,,,,
"Goleski, Jack",ChangeUp,Left,78.77,1417.45,5.02,-3.21,-6.7,5.9,6.61,-12.74,12.74,3.21,6.13,107.0729331481002
"Goleski, Jack",Fastball,Left,84.27,2018.7,5.03,-3.16,-5.42,6.3,14.61,-10.29,10.29,3.16,4.32,115.39248034201408
"Goleski, Jack",Slider,Left,74.58,2644.68,4.8,-3.27,-7.49,5.56,3.8,19.86,19.86,3.27,16.06,41.1996118898545
"Goleski, Jack",Undefined,Left,,,,,,,,,,,,
"Golier, Grady",ChangeUp,Right,80.89,2077.88,5.73,1.61,-7.09,5.79,7.93,15.69,15.69,1.61,7.76,74.59337769825244
"Golier, Grady",Curveball,Right,72.85,2442.13,6.18,1.36,-9.94,4.93,-7.99,-14.9,14.9,1.36,22.89,89.90783592146673
"Golier, Grady",Cutter,Right,79.72,2408.31,6.28,1.22,-8.8,4.69,-1.42,-5.04,5.04,1.22,6.46,60.20897096409064
"Golier, Grady",Fastball,Right,87.03,2281.2,5.98,1.39,-5.29,5.87,17.81,10.65,10.65,1.39,7.159999999999998,92.9765936735287
"Golier, Grady",Slider,Right,77.89,2150.85,5.75,1.65,-8.26,5.26,-3.69,-11.31,11.31,1.65,15.0,68.1850343761175
"Golomb, Grant",ChangeUp,Right,73.15,1618.09,4.58,4.2,-7.45,5.65,3.01,17.02,17.02,4.2,14.01,166.59885701218064
"Golomb, Grant",Curveball,Right,74.38,2138.94,4.64,3.98,-6.84,5.16,2.21,-1.39,1.39,3.98,0.8200000000000001,69.42433204093273
"Golomb, Grant",Fastball,Right,82.34,2073.72,4.49,4.18,-5.85,5.3,6.12,18.76,18.76,4.18,12.64,76.54829962559607
"Golomb, Grant",FourSeamFastBall,Right,85.18,2123.23,4.34,4.04,-4.44,5.3,6.94,18.44,18.44,4.04,11.5,
"Golomb, Grant",Sinker,Right,81.96,2021.43,4.49,4.29,-5.26,5.84,6.02,18.34,18.34,4.29,12.32,41.929036013939644
"Golomb, Grant",Slider,Right,75.98,2177.84,4.51,4.1,-7.02,5.02,1.22,1.69,1.69,4.1,0.47,61.45151505054473
"Golomb, Grant",Undefined,Right,,,,,,,,,,,,
"Gomez, Ayendy",Curveball,Left,66.01,1839.03,5.47,-0.92,-10.11,5.16,-4.92,9.29,9.29,0.92,14.209999999999999,72.20466539926215
"Gomez, Ayendy",Fastball,Left,74.81,1930.96,5.52,-0.9,-6.89,5.57,8.5,2.97,2.97,0.9,5.529999999999999,79.22127487031621
"Gomez, Ayendy",Slider,Left,72.17,1835.93,5.52,-0.98,-8.1,5.46,5.74,8.46,8.46,0.98,2.7200000000000006,72.06878072501412
"Gomez, Brandon",ChangeUp,Left,82.59,1248.11,5.25,-1.59,-7.55,5.78,2.86,-12.32,12.32,1.59,9.46,92.56678716567069
"Gomez, Brandon",ChangeUp,Right,78.93,1834.14,6.29,0.82,-8.39,6.24,11.4,14.53,14.53,0.82,3.129999999999999,70.11731617538416
"Gomez, Brandon",Curveball,Left,76.12,2137.79,5.46,-1.48,-7.02,5.63,-4.53,1.32,1.32,1.48,5.8500000000000005,71.73277330001989
"Gomez, Brandon",Curveball,Right,72.23,2111.08,6.17,1.01,-9.01,5.61,8.62,-13.12,13.12,1.01,4.5,139.90796297078413
"Gomez, Brandon",Fastball,Left,89.44,2120.64,5.48,-1.43,-5.16,6.01,15.66,-14.09,14.09,1.43,1.5700000000000003,84.51039946155858
"Gomez, Brandon",Fastball,Right,84.41,2037.93,6.5,0.75,-6.09,5.93,17.18,7.54,7.54,0.75,9.64,44.06560283315379
"Gomez, Brandon",Sinker,Left,89.5,2103.24,5.54,-1.39,-5.47,6.05,16.09,-13.95,13.95,1.39,2.1400000000000006,84.9728478065632
"Gomez, Brandon",Slider,Left,81.64,2234.44,5.34,-1.59,-7.58,5.86,1.55,0.04,0.04,1.59,1.51,64.23114974794558
"Gomez, Brandon",Slider,Right,73.28,2132.4,6.14,1.04,-8.29,5.56,8.01,-10.47,10.47,1.04,2.460000000000001,88.46207038862505
"Gomez, Brandon",Splitter,Right,73.59,2081.72,6.0,0.89,-8.33,5.77,4.9,-12.5,12.5,0.89,7.6,
"Gomez, Jacob",ChangeUp,Left,82.44,1537.97,4.96,-2.16,-6.02,6.48,6.17,-9.66,9.66,2.16,3.49,73.60236505848917
"Gomez, Jacob",Curveball,Left,77.13,2148.76,4.71,-2.33,-8.16,5.59,-5.06,9.93,9.93,2.33,14.989999999999998,94.3345247486246
"Gomez, Jacob",Cutter,Left,81.55,2177.81,4.99,-2.23,-6.41,6.06,4.64,5.72,5.72,2.23,1.08,64.89972903634724
"Gomez, Jacob",Fastball,Left,90.06,2140.47,5.13,-2.03,-4.64,6.69,13.62,-15.44,15.44,2.03,1.8200000000000003,103.94324837436643
"Gomez, Jacob",Sinker,Left,89.78,2083.96,4.92,-1.96,-4.75,6.5,10.51,-19.09,19.09,1.96,8.58,108.94114531178703
"Gomez, Jacob",Slider,Left,77.8,2126.24,4.95,-2.26,-7.69,5.98,-2.78,10.28,10.28,2.26,13.059999999999999,66.46809048296322
"Gomez, Jacob",Undefined,Left,80.81,2048.49,5.5,-2.07,-4.82,6.1,18.66,-18.46,18.46,2.07,0.1999999999999993,
"Gomez, Juan",Fastball,Undefined,84.14,2092.66,5.34,1.83,-5.96,5.97,10.99,11.02,11.02,1.83,0.02999999999999936,57.215845037217846
"Gomez, Juan",Slider,Undefined,74.42,2265.49,4.95,2.2,-7.56,5.24,-1.51,-5.21,5.21,2.2,6.72,44.27179601864631
